topic,url
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1076167503253855?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211003727?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18792838?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392955?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1076167502250788?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18796053?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/153321010100600202?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X231165104?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20936978?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1533210106292559?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211068826?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200101?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/153321010200700303?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587215627551?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1533210106297989?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221078004?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1076167502238384?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213488788?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587211399579?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213492770?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213492770?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221113335?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213507726?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211064585?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19855941?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213475627?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X21996662?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1533210105279482?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221079688?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20967323?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587212470454?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587215627390?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587215625157?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587211401746?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19883258?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213510006?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587212450175?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/1533210106298060?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18781519?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19863763?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20957225?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587213503345?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18777995?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19891952?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18768727?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587217708521?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587218757661?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587214558596?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587216660396?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2156587217727112?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19833340?download=true
heartattack,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500204?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221113330?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216663433?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215575816?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216631903?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019800400206?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587213499918?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200209?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210106288080?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215614703?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216659400?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216641830?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216642101?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20971586?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215577896?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321010100600204?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587213510005?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214525403?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215598422?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210106297791?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210109332392?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019700300104?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019500100103?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215584862?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200309?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215608989?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215594745?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587217709930?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210108329862?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214553940?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216652572?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215599291?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215615026?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215621462?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587215622915?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587217701857?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587217714145?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18801577?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587212448799?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214553939?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214524579?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019700300107?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587213475627?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211017464?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600107?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600105?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216661467?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587213503344?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214561327?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321019500100314?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587213485436?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216686460?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587211401746?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587212450175?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587214543143?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210109343306?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587218756511?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210106291988?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587217706617?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18823691?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210107311624?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19829380?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210108329265?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18781519?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587216641829?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/1533210107302436?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2156587217696928?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700204?download=true
insomnia,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20937997?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19829380?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210108324847?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700118?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587216650775?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/107616750381013?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700119?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587215595777?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20932527?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587216681937?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1076167502238383?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587212467460?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587216687695?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587211399439?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210106292559?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500114?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210109332392?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210105275144?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587214558596?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210106291988?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587217717413?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587215598039?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/153321010100600203?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392953?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700202?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210109343306?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210108329265?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211068826?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210110391077?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20967323?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1076167502250784?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210104273020?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587212450175?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587215595299?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587216676122?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/1533210110374639?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587212438898?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587215589522?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2515690X20949444?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587212464652?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587213488600?download=true
menopause,https://journals.sagepub.com/doi/pdf/10.1177/2156587216671215?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210105279482?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210105285516?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18789374?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221082989?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/107616750400900306?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700135?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214565459?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19855941?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X211039219?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216637539?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587211429703?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587212452144?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110390024?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700136?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010501000307?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19889271?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215598422?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587212458435?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/107616750400900310?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392951?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214524578?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200205?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392955?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200211?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213475627?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600103?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392947?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500310?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587217715927?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19863763?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1076167502238381?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215604073?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210106289254?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019800400302?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110392946?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500303?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587211399439?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200202?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500211?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215607837?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700201?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200307?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216686460?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010100700121?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019500100305?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587211401746?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18821906?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200305?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210107306090?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210108325383?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215599105?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600110?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210110383903?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216653660?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X19883258?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019700300303?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214553940?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213488601?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200203?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216643684?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210105275144?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214524229?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587212453050?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213482942?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321010100600205?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213496818?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210107307154?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214528513?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1076167503256977?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216643641?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213478174?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215625157?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215593656?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587211399579?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214524577?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210107302397?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214543143?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X241241859?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210109333771?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X18770136?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210108326274?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221113327?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215580491?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213503345?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587213488788?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019900500107?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215600560?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/1533210104273020?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/153321019600200109?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215621726?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216636505?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587216685510?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587215610032?download=true
stroke,https://journals.sagepub.com/doi/pdf/10.1177/2156587214568457?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587214524580?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/1533210106296773?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600124?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587214556313?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587211416241?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/153321010200700302?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/153321010000600103?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/1076167502250815?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/1076167502250812?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/1076167503262220?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2515690X221113335?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587213498096?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587211415278?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/2156587213482942?download=true
tobacco,https://journals.sagepub.com/doi/pdf/10.1177/1076167503253433?download=true
