doi,url
10.1007/s40801-017-0118-5, https://link.springer.com/content/pdf/10.1007/s40801-017-0118-5.pdf?pdf=button
10.1186/s12906-017-1971-1, https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-017-1971-1.pdf
10.1177/1534735416658121, https://journals.sagepub.com/doi/pdf/10.1177/1534735416658121?download=true
10.1155/2017/5068969, https://downloads.hindawi.com/journals/drp/2017/5068969.pdf
10.1371/journal.pone.0181553, https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0181553&type=printable
10.21037/jtd.2017.11.56, https://jtd.amegroups.org/article/view/17372/pdf
10.1186/s12885-017-3142-7, https://bmccancer.biomedcentral.com/counter/pdf/10.1186/s12885-017-3142-7.pdf
10.1186/s12906-017-1676-5, https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-017-1676-5.pdf
10.1016/j.jclinepi.2017.04.026, https://www.jclinepi.com/action/showPdf?pii=S0895-4356%2817%2930037-9
10.1371/journal.pone.0208716, https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0208716&type=printable
10.1016/j.ctim.2018.04.010, https://www.sciencedirect.com/science/article/pii/S0965229917308804/pdfft?md5=0e8e78f236a7c8f1e2a42164ce9532b5&pid=1-s2.0-S0965229917308804-main.pdf
10.1634/theoncologist.2017-0490, https://academic.oup.com/oncolo/article-pdf/23/6/693/41916614/oncolo_23_6_693.pdf
10.3389/fphys.2018.00468, https://fjfsdata01prod.blob.core.windows.net/articles/files/298622/pubmed-zip/.versions/1/.package-entries/fphys-09-00468/fphys-09-00468.pdf?sv=2018-03-28&sr=b&sig=Nq7FdphDK6gtbiz3y9GkhWVXkAhxcHXRq5oxQW0VZoU%3D&se=2023-09-19T08%3A27%3A26Z&sp=r&rscd=attachment%3B%20filename%2A%3DUTF-8%27%27fphys-09-00468.pdf
10.1016/j.jaci.2017.04.051, https://www.jacionline.org/action/showPdf?pii=S0091-6749%2817%2930994-6
10.2147/PPA.S145221, https://www.dovepress.com/getfile.php?fileID=41040
10.3389/fphys.2018.00623, https://fjfsdata01prod.blob.core.windows.net/articles/files/363338/pubmed-zip/.versions/1/.package-entries/fphys-09-00623/fphys-09-00623.pdf?sv=2018-03-28&sr=b&sig=TZghGjzpQn530Tl88a8bKDnOdxBMoG4Kc1s%2BEk%2Fdarw%3D&se=2023-09-19T08%3A29%3A37Z&sp=r&rscd=attachment%3B%20filename%2A%3DUTF-8%27%27fphys-09-00623.pdf
10.15406/ijcam.2018.11.00369, https://medcraveonline.com/IJCAM/IJCAM-11-00369.pdf
10.1155/2018/1065271, https://downloads.hindawi.com/journals/ecam/2018/1065271.pdf
10.1177/15347354188204, https://journals.sagepub.com/doi/pdf/10.1177/1534735418820447?download=true
10.1186/s13063-018-2631-6, https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-018-2631-6.pdf
10.1097/MD.0000000000013420, https://pdfs.journals.lww.com/md-journal/2018/11300/intralesional_and_subcutaneous_application_of.70.pdf?token=method|ExpireAbsolute;source|Journals;ttl|1695126697332;payload|mY8D3u1TCCsNvP5E421JYK6N6XICDamxByyYpaNzk7FKjTaa1Yz22MivkHZqjGP4kdS2v0J76WGAnHACH69s21Csk0OpQi3YbjEMdSoz2UhVybFqQxA7lKwSUlA502zQZr96TQRwhVlocEp/sJ586aVbcBFlltKNKo+tbuMfL73hiPqJliudqs17cHeLcLbV/CqjlP3IO0jGHlHQtJWcICDdAyGJMnpi6RlbEJaRheGeh5z5uvqz3FLHgPKVXJzddFRrD2hcIwdDP9eSnSkfs+mLT1jLb94Qw1Ikll1Ju9c=;hash|+b4ofJYn4gCZ/qiQXvgoYg==
10.1177/1534735416681641, https://journals.sagepub.com/doi/pdf/10.1177/1534735416681641?download=true
10.1159/000478655, https://karger.com/cmr/article-pdf/25/2/85/2406376/000478655.pdf
10.1371/journal.pone.0273387, https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0203058&type=printable
10.1080/0142159X.2017.1418504, https://www.tandfonline.com/doi/pdf/10.1080/0142159X.2017.1418504?download=true
10.1159/000488317, https://s3-eu-west-1.amazonaws.com/pstorage-karger-594308543098/12480932/CMR488317_sm_Suppl_Material.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJRRXYWCYWMFV7FDQ/20230919/eu-west-1/s3/aws4_request&X-Amz-Date=20230919T083505Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=3300bb7c0252810f60b289afef8f84a74c42a54a6d0f7c14302e367742ca26cb
10.1016/j.joim.2018.03.002, https://www.sciencedirect.com/science/article/pii/S2095496418300372/pdfft?md5=8d31ccc76abaaa583e19327a5aac60fd&pid=1-s2.0-S2095496418300372-main.pdf
10.1016/j.ctim.2018.10.005, https://www.sciencedirect.com/science/article/pii/S0965229918303650/pdfft?md5=a0d191bb34ade4a0ecefdeb6e9a51eb1&pid=1-s2.0-S0965229918303650-main.pdf
10.1159/000486672, https://karger.com/cmr/article-pdf/25/2/92/2406392/000486672.pdf
10.1016/j.ctim.2018.03.012, https://www.sciencedirect.com/science/article/pii/S0965229917308737/pdfft?md5=b4ef362b02c34b0b10beef634f3a1173&pid=1-s2.0-S0965229917308737-main.pdf
10.3390/medicines5030100, https://mdpi-res.com/d_attachment/medicines/medicines-05-00100/article_deploy/medicines-05-00100.pdf?version=1536224620
10.1186/s13063-018-2727-z, https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-018-2727-z.pdf
10.1002/hed.25320, https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hed.25320?download=true
10.1016/j.ctim.2018.04.001, https://pdf.sciencedirectassets.com/272589/1-s2.0-S0965229918X0003X/1-s2.0-S0965229918301973/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEND%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIBSIIUE4aizJfjpCMCNeBgzFEFVstHPGrOxuJE7jgmIsAiEAn8pc19uz6DONtOVprKm02XOG3HPwFKoW6I6obGbq%2B8cquwUIuf%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAFGgwwNTkwMDM1NDY4NjUiDDgBfhHUjLPs8OgZKCqPBWwHGRbCkXjQ69B6G3Na5TZRH5qrgvYPQl4H1M9Nq5Gg4ytBy1kSh0ym6RbwhbOquaXgbQjWWzfKXxA%2BO7Lls2P%2FdcTbmMuSNQHlZ07Zbf%2BykHErLlBpLCpqgFL2gSphdVOE3hFZIYVVMgSP8qC6Coaa2bkQhe7MCXGwSCD1WJikOKhhwQAOjAdQ7QtvQGv%2BGiDQDsox90pg4k2JAJm3YvE1Cf%2BBTiFjWKX3DayzhI533D5gyxRCeY3bn%2BPh38rLg6L%2Bb7K4dShnbtACsm5WSB%2FU3%2Fac9ok4FCgL5nr47zs%2BG0bJX0pcA78IUN5AOaGHqSoeVvm7Zdr10I9UBZiNZhoUYMo053lk2dY5pgXS89ExJ7XK50RwPy2fG6XDHm1WAk%2BXmbNF4gcxgKw4XnaEiWO87v4zdeIIqy6%2Fbsb9idERrp8ztRyQ24selUVd6nOdiJUE84gs%2BmV13VUJoNQTIP62V8NJYYxVqYNDGMnF8QrzT0CtFoHRfsp%2FsoFVE6FcW5kGUpIGyaJ%2BCqPWNM2NraN0ujGAV7CRvZJFi%2FRu8eq3x8dS9mzphCi66PS96%2Fvi4Bkiw6hcY5G20VXfJLU6XcNA3SanvUb0OVJaBF4a%2FrepQNAmnXBuNYOpP5oqUufjcT%2FAnJWhA12ZI3TtUigs%2FXQ1DNXwMoQZB2WxoigC2kQ%2BKJ5huWaCEteZxeWlRAqU9jHPVvJkSnQsUzGgL0948gKkgqtRx5O0B7QJ6OObQgySG8ohMWnOIErOAeXB5kpQCNKProcyhDrWMFYH2gad00wixKeRmcifo7Q%2B27W8etxsdbF%2Bkc6HDPQ87YbctgWQCUQ%2FecxSQaEPe%2FlpccnIPoV9SSnwset%2F%2BRsCQ8fa9H4wnqqlqAY6sQH%2Ffnz5aVjmnafA1o8zppST6lRMXzvzOzR%2BUojmWtbnD1z2GROzXEQaYXUTydwtsee1kASum9nTtb8yY04Fdocy%2FgVz8fdqEdcHk0IN9Rx67WjPIe%2F45jvxkjYqFPsCMxfPZYzn%2FDGm25Fx3BH2Ptu4PCbyMVUhamoPYpmtiXYJgKlyO4OxxG0laX2lIfaSUHdGcI2F3QPvnAWCZxrf4t2K3Dm7%2FzkT5q%2F1kHZ4fV%2BuLC4%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20230919T083918Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY2QXSIXFC%2F20230919%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d1875c5287003af305427d795ad0b7d221706e3a8b8d31676309b6ede539debb&hash=a0709e47cac70de9d9f12a549980774934ea4aff84a63d324d15138e67b2ce50&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0965229918301973&tid=spdf-03359fa7-faf5-4cad-9f51-e43e68f0162d&sid=e82160b46322d8486d98a220785c08d0b922gxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=020656575f50585352&rr=80908472cb719131&cc=de
10.1038/s41598-018-25554-x, https://www.nature.com/articles/s41598-018-25554-x.pdf
10.1155/2019/5365608, https://downloads.hindawi.com/journals/ecam/2019/5365608.pdf
10.1136/bmjopen-2019-032218, https://bmjopen.bmj.com/content/bmjopen/9/11/e032218.full.pdf
10.1016/j.ejps.2019.104987, https://www.sciencedirect.com/science/article/pii/S0928098719302507/pdfft?md5=fd094382414d6e137a1191f02ca15980&pid=1-s2.0-S0928098719302507-main.pdf
10.1186/s12906-019-2517-5, https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-019-2517-5.pdf
10.1186/s12889-019-7972-x, https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/s12889-019-7972-x.pdf
10.1024/1422-4917/a000635, https://econtent.hogrefe.com/doi/pdf/10.1024/1422-4917/a000635?download=true
10.1088/1361-6579/ab205f, https://iopscience.iop.org/article/10.1088/1361-6579/ab205f/pdf
10.4414/smw.2019.20091, https://smw.ch/index.php/smw/article/download/2632/4171/12662
10.1155/2019/3706143, https://downloads.hindawi.com/journals/ecam/2019/3706143.pdf
10.1016/j.ctim.2019.02.011, https://www.sciencedirect.com/science/article/pii/S0965229918311580/pdfft?md5=8e8fa6e49c63b786526868e3419f3369&pid=1-s2.0-S0965229918311580-main.pdf
10.2147/JPR.S186659, https://www.dovepress.com/getfile.php?fileID=47493
10.1177/1534735419832367, https://journals.sagepub.com/doi/pdf/10.1177/1534735419832367?download=true
10.1155/2019/5893017, https://downloads.hindawi.com/journals/ecam/2019/5893017.pdf
10.1177/153473541882044, https://journals.sagepub.com/doi/pdf/10.1177/1534735418820447?download=true
10.1016/j.ctim.2019.05.026, https://www.sciencedirect.com/science/article/pii/S0965229919303000/pdfft?md5=09191b9b4b250125bb0a6ba51f3f68ae&pid=1-s2.0-S0965229919303000-main.pdf
10.21873/anticanres.13754, https://ar.iiarjournals.org/content/anticanres/39/10/5597.full.pdf
10.1186/s12906-019-2711-5, https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-019-2711-5.pdf
10.1002/ccr3.2144, https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ccr3.2144?download=true
10.1186/s12906-019-2439-2, https://bmccomplementmedtherapies.biomedcentral.com/counter/pdf/10.1186/s12906-019-2439-2.pdf
10.3748/wjg.v25.i12.1524, https://f6publishing.blob.core.windows.net/69ec6164-5749-427d-9d38-052a846e1ef2/WJG-25-1524.pdf
10.7812/TPP/18-025-err, https://www.thepermanentejournal.org/doi/pdf/10.7812/TPP/18-025-err?download=true
10.1159/000496866, https://karger.com/cmr/article-pdf/26/4/276/3696704/000496866.pdf
10.3389/fpsyg.2019.01203, https://www.frontiersin.org/articles/10.3389/fpsyg.2019.01203/pdf?isPublishedV2=False
10.1371/journal.pone.0225200, https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0225200&type=printable
10.1155/2019/5365608, https://downloads.hindawi.com/journals/ecam/2019/5365608.pdf
10.1155/2020/5917382, https://downloads.hindawi.com/journals/ecam/2020/5917382.pdf
10.1016/j.eujim.2020.101068, https://www.sciencedirect.com/science/article/pii/S1876382019306390/pdfft?md5=e4f34ec241da6bf083cb5be68373942b&pid=1-s2.0-S1876382019306390-main.pdf
10.1159/000507346, https://karger.com/dig/article-pdf/102/3/326/2578510/000507346.pdf
10.1159/000506390, https://karger.com/cmr/article-pdf/27/5/357/3707207/000506390.pdf
10.3390/jcm9020592, https://www.mdpi.com/2077-0383/9/2/592/pdf?version=1583060071
10.14814/phy2.14319, https://physoc.onlinelibrary.wiley.com/doi/pdfdirect/10.14814/phy2.14319?download=true
10.1159/000507541, https://karger.com/cmr/article-pdf/27/5/336/3707190/000507541.pdf
10.1159/000506391, https://karger.com/cmr/article-pdf/27/2/117/3706945/000506391.pdf
10.1186/s12877-020-1503-6, https://bmcgeriatr.biomedcentral.com/counter/pdf/10.1186/s12877-020-1503-6.pdf
10.1177/1534735420935618, https://journals.sagepub.com/doi/pdf/10.1177/1534735420935618?download=true
10.1186/s13063-020-04542-5, https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-020-04542-5.pdf
10.1177/1534735420917211, https://journals.sagepub.com/doi/pdf/10.1177/1534735420917211?download=true
10.1159/000505202, https://karger.com/cmr/article-pdf/27/4/260/3707402/000505202.pdf
10.1097/MD.000000000001899, https://journals.lww.com/md-journal/_layouts/15/oaks.journals/downloadpdf.aspx?trckng_src_pg=ArticleViewer&an=00005792-202001310-00082
10.2147/PPA.S230705, https://www.dovepress.com/getfile.php?fileID=57510
10.1186/s12887-020-1943-3, https://bmcpediatr.biomedcentral.com/counter/pdf/10.1186/s12887-020-1943-3.pdf
10.1177/1534735420928393, https://journals.sagepub.com/doi/pdf/10.1177/1534735420928393?download=true
