doi,url
https://doi.org/10.33545/26164485.2019.v3.i1a.48, https://www.homoeopathicjournal.com/articles/48/2-4-17-196.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.49, https://www.homoeopathicjournal.com/articles/49/2-4-10-493.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.50, https://www.homoeopathicjournal.com/articles/50/2-4-14-357.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.51, https://www.homoeopathicjournal.com/articles/51/2-4-7-988.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.52, https://www.homoeopathicjournal.com/articles/52/2-4-12-529.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.53, https://www.homoeopathicjournal.com/articles/53/2-4-13-381.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.54, https://www.homoeopathicjournal.com/articles/54/2-4-15-796.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.55, https://www.homoeopathicjournal.com/articles/55/2-4-18-365.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.56, https://www.homoeopathicjournal.com/articles/56/2-4-16-440.pdf
https://doi.org/10.33545/26164485.2019.v3.i1a.57, https://www.homoeopathicjournal.com/articles/57/2-4-11-909.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.58, https://www.homoeopathicjournal.com/articles/58/3-1-1-633.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.59, https://www.homoeopathicjournal.com/articles/59/3-1-4-615.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.60, https://www.homoeopathicjournal.com/articles/60/3-1-2-523.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.61, https://www.homoeopathicjournal.com/articles/61/2-4-19-561.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.62, https://www.homoeopathicjournal.com/articles/62/3-1-3-236.pdf
https://doi.org/10.33545/26164485.2019.v3.i1b.63, https://www.homoeopathicjournal.com/articles/63/3-1-5-382.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.64, https://www.homoeopathicjournal.com/articles/64/3-1-6-803.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.65, https://www.homoeopathicjournal.com/articles/65/3-2-1-149.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.66, https://www.homoeopathicjournal.com/articles/66/3-2-4-378.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.67, https://www.homoeopathicjournal.com/articles/67/3-2-2-133.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.68, https://www.homoeopathicjournal.com/articles/68/3-2-5-502.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.69, https://www.homoeopathicjournal.com/articles/69/3-2-3-152.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.70, https://www.homoeopathicjournal.com/articles/70/3-2-8-639.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.71, https://www.homoeopathicjournal.com/articles/71/3-2-7-892.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.72, https://www.homoeopathicjournal.com/articles/72/3-2-12-152.pdf
https://doi.org/10.33545/26164485.2019.v3.i2a.73, https://www.homoeopathicjournal.com/articles/73/3-2-9-359.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.74, https://www.homoeopathicjournal.com/articles/74/3-2-18-202.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.75, https://www.homoeopathicjournal.com/articles/75/3-2-16-778.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.76, https://www.homoeopathicjournal.com/articles/76/3-2-13-655.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.77, https://www.homoeopathicjournal.com/articles/77/3-2-14-860.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.78, https://www.homoeopathicjournal.com/articles/78/3-2-20-943.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.79, https://www.homoeopathicjournal.com/articles/79/3-2-17-738.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.80, https://www.homoeopathicjournal.com/articles/80/3-2-6-540.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.81, https://www.homoeopathicjournal.com/articles/81/3-2-21-398.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.82, https://www.homoeopathicjournal.com/articles/82/3-2-23-750.pdf
https://doi.org/10.33545/26164485.2019.v3.i2b.83, https://www.homoeopathicjournal.com/articles/83/3-2-22-804.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.84, https://www.homoeopathicjournal.com/articles/84/3-2-10-380.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.85, https://www.homoeopathicjournal.com/articles/85/3-2-24-791.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.86, https://www.homoeopathicjournal.com/articles/86/3-3-1-406.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.87, https://www.homoeopathicjournal.com/articles/87/3-2-25-385.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.88, https://www.homoeopathicjournal.com/articles/88/3-2-15-463.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.89, https://www.homoeopathicjournal.com/articles/89/3-2-27-387.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.90, https://www.homoeopathicjournal.com/articles/90/3-2-19-681.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.91, https://www.homoeopathicjournal.com/articles/91/3-2-28-903.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.92, https://www.homoeopathicjournal.com/articles/92/3-3-8-586.pdf
https://doi.org/10.33545/26164485.2019.v3.i3a.93, https://www.homoeopathicjournal.com/articles/93/3-3-9-796.pdf
https://doi.org/10.33545/26164485.2019.v3.i3b.94, https://www.homoeopathicjournal.com/articles/94/3-3-10-578.pdf
https://doi.org/10.33545/26164485.2019.v3.i3b.95, https://www.homoeopathicjournal.com/articles/95/3-3-5-423.pdf
https://doi.org/10.33545/26164485.2019.v3.i3b.96, https://www.homoeopathicjournal.com/articles/96/3-3-7-980.pdf
https://doi.org/10.33545/26164485.2019.v3.i3b.97, https://www.homoeopathicjournal.com/articles/97/3-3-12-124.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.98, https://www.homoeopathicjournal.com/articles/98/3-3-25-774.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.99, https://www.homoeopathicjournal.com/articles/99/3-3-23-638.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.100, https://www.homoeopathicjournal.com/articles/100/3-3-14-273.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.101, https://www.homoeopathicjournal.com/articles/101/3-3-26-390.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.102, https://www.homoeopathicjournal.com/articles/102/3-3-32-544.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.103, https://www.homoeopathicjournal.com/articles/103/3-3-2-668.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.104, https://www.homoeopathicjournal.com/articles/104/3-3-6-311.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.105, https://www.homoeopathicjournal.com/articles/105/3-3-15-243.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.106, https://www.homoeopathicjournal.com/articles/106/3-3-17-249.pdf
https://doi.org/10.33545/26164485.2019.v3.i4a.107, https://www.homoeopathicjournal.com/articles/107/3-3-18-373.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.108, https://www.homoeopathicjournal.com/articles/108/3-3-24-676.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.109, https://www.homoeopathicjournal.com/articles/109/3-3-29-333.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.110, https://www.homoeopathicjournal.com/articles/110/3-3-37-755.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.111, https://www.homoeopathicjournal.com/articles/111/3-3-39-393.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.112, https://www.homoeopathicjournal.com/articles/112/3-3-40-250.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.113, https://www.homoeopathicjournal.com/articles/113/3-3-41-353.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.114, https://www.homoeopathicjournal.com/articles/114/3-3-52-908.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.115, https://www.homoeopathicjournal.com/articles/115/3-3-48-371.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.116, https://www.homoeopathicjournal.com/articles/116/3-3-49-818.pdf
https://doi.org/10.33545/26164485.2019.v3.i4b.117, https://www.homoeopathicjournal.com/articles/117/3-3-45-459.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.118, https://www.homoeopathicjournal.com/articles/118/3-4-4-124.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.119, https://www.homoeopathicjournal.com/articles/119/3-4-3-543.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.120, https://www.homoeopathicjournal.com/articles/120/3-4-6-634.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.121, https://www.homoeopathicjournal.com/articles/121/3-4-10-393.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.122, https://www.homoeopathicjournal.com/articles/122/3-4-12-805.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.123, https://www.homoeopathicjournal.com/articles/123/3-4-13-763.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.124, https://www.homoeopathicjournal.com/articles/124/3-4-7-465.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.125, https://www.homoeopathicjournal.com/articles/125/3-4-16-374.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.126, https://www.homoeopathicjournal.com/articles/126/3-4-14-737.pdf
https://doi.org/10.33545/26164485.2020.v4.i1a.127, https://www.homoeopathicjournal.com/articles/127/4-1-1-945.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.128, https://www.homoeopathicjournal.com/articles/128/4-1-8-459.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.129, https://www.homoeopathicjournal.com/articles/129/4-1-5-350.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.130, https://www.homoeopathicjournal.com/articles/130/3-4-5-164.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.131, https://www.homoeopathicjournal.com/articles/131/3-4-8-446.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.132, https://www.homoeopathicjournal.com/articles/132/4-1-3-476.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.133, https://www.homoeopathicjournal.com/articles/133/4-1-10-401.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.134, https://www.homoeopathicjournal.com/articles/134/4-1-6-545.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.135, https://www.homoeopathicjournal.com/articles/135/4-1-13-215.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.136, https://www.homoeopathicjournal.com/articles/136/4-1-14-444.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.137, https://www.homoeopathicjournal.com/articles/137/4-1-15-882.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.140, https://www.homoeopathicjournal.com/articles/140/4-1-18-275.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.138, https://www.homoeopathicjournal.com/articles/138/4-1-17-659.pdf
https://doi.org/10.33545/26164485.2020.v4.i1b.139, https://www.homoeopathicjournal.com/articles/139/4-1-11-368.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.141, https://www.homoeopathicjournal.com/articles/141/4-1-22-754.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.143, https://www.homoeopathicjournal.com/articles/143/4-1-29-942.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.144, https://www.homoeopathicjournal.com/articles/144/3-4-9-743.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.145, https://www.homoeopathicjournal.com/articles/145/4-1-16-353.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.146, https://www.homoeopathicjournal.com/articles/146/4-1-28-536.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.147, https://www.homoeopathicjournal.com/articles/147/4-1-33-139.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.148, https://www.homoeopathicjournal.com/articles/148/4-1-34-158.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.149, https://www.homoeopathicjournal.com/articles/149/4-1-36-294.pdf
https://doi.org/10.33545/26164485.2020.v4.i2a.150, https://www.homoeopathicjournal.com/articles/150/4-2-1-779.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.151, https://www.homoeopathicjournal.com/articles/151/4-2-2-531.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.152, https://www.homoeopathicjournal.com/articles/152/4-2-4-716.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.153, https://www.homoeopathicjournal.com/articles/153/4-2-6-272.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.154, https://www.homoeopathicjournal.com/articles/154/4-2-3-402.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.155, https://www.homoeopathicjournal.com/articles/155/4-1-20-969.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.156, https://www.homoeopathicjournal.com/articles/156/4-2-5-981.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.157, https://www.homoeopathicjournal.com/articles/157/4-2-9-259.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.158, https://www.homoeopathicjournal.com/articles/158/4-2-11-753.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.159, https://www.homoeopathicjournal.com/articles/159/4-2-15-753.pdf
https://doi.org/10.33545/26164485.2020.v4.i2b.160, https://www.homoeopathicjournal.com/articles/160/4-2-18-958.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.161, https://www.homoeopathicjournal.com/articles/161/4-2-19-557.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.162, https://www.homoeopathicjournal.com/articles/162/4-2-21-549.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.163, https://www.homoeopathicjournal.com/articles/163/4-2-22-671.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.164, https://www.homoeopathicjournal.com/articles/164/4-2-23-797.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.165, https://www.homoeopathicjournal.com/articles/165/4-2-17-250.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.166, https://www.homoeopathicjournal.com/articles/166/4-1-19-455.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.167, https://www.homoeopathicjournal.com/articles/167/4-2-14-489.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.168, https://www.homoeopathicjournal.com/articles/168/4-2-16-661.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.169, https://www.homoeopathicjournal.com/articles/169/4-2-27-331.pdf
https://doi.org/10.33545/26164485.2020.v4.i2c.170, https://www.homoeopathicjournal.com/articles/170/4-2-29-426.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.171, https://www.homoeopathicjournal.com/articles/171/4-2-31-631.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.172, https://www.homoeopathicjournal.com/articles/172/4-2-32-865.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.173, https://www.homoeopathicjournal.com/articles/173/4-2-33-343.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.174, https://www.homoeopathicjournal.com/articles/174/4-2-28-657.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.175, https://www.homoeopathicjournal.com/articles/175/4-2-39-766.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.176, https://www.homoeopathicjournal.com/articles/176/4-2-13-865.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.177, https://www.homoeopathicjournal.com/articles/177/4-2-41-393.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.178, https://www.homoeopathicjournal.com/articles/178/4-2-44-753.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.179, https://www.homoeopathicjournal.com/articles/179/4-2-47-533.pdf
https://doi.org/10.33545/26164485.2020.v4.i2d.180, https://www.homoeopathicjournal.com/articles/180/4-2-48-203.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.181, https://www.homoeopathicjournal.com/articles/181/4-2-24-883.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.182, https://www.homoeopathicjournal.com/articles/182/4-2-37-167.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.183, https://www.homoeopathicjournal.com/articles/183/4-2-40-846.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.184, https://www.homoeopathicjournal.com/articles/184/4-2-38-698.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.185, https://www.homoeopathicjournal.com/articles/185/4-2-42-468.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.186, https://www.homoeopathicjournal.com/articles/186/4-3-2-124.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.187, https://www.homoeopathicjournal.com/articles/187/4-3-9-229.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.188, https://www.homoeopathicjournal.com/articles/188/4-3-10-382.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.189, https://www.homoeopathicjournal.com/articles/189/4-3-12-531.pdf
https://doi.org/10.33545/26164485.2020.v4.i3a.190, https://www.homoeopathicjournal.com/articles/190/4-3-13-225.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.191, https://www.homoeopathicjournal.com/articles/191/4-2-49-700.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.192, https://www.homoeopathicjournal.com/articles/192/4-2-25-240.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.193, https://www.homoeopathicjournal.com/articles/193/4-3-3-632.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.194, https://www.homoeopathicjournal.com/articles/194/4-2-30-477.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.195, https://www.homoeopathicjournal.com/articles/195/4-2-35-138.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.196, https://www.homoeopathicjournal.com/articles/196/4-3-5-292.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.197, https://www.homoeopathicjournal.com/articles/197/4-3-14-571.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.198, https://www.homoeopathicjournal.com/articles/198/4-3-15-291.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.199, https://www.homoeopathicjournal.com/articles/199/4-3-16-478.pdf
https://doi.org/10.33545/26164485.2020.v4.i3b.200, https://www.homoeopathicjournal.com/articles/200/4-3-6-911.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.201, https://www.homoeopathicjournal.com/articles/201/4-3-7-920.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.202, https://www.homoeopathicjournal.com/articles/202/4-1-27-358.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.203, https://www.homoeopathicjournal.com/articles/203/4-2-20-425.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.204, https://www.homoeopathicjournal.com/articles/204/4-3-20-842.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.205, https://www.homoeopathicjournal.com/articles/205/4-3-21-645.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.206, https://www.homoeopathicjournal.com/articles/206/4-3-23-953.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.207, https://www.homoeopathicjournal.com/articles/207/4-3-26-930.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.208, https://www.homoeopathicjournal.com/articles/208/4-3-27-816.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.209, https://www.homoeopathicjournal.com/articles/209/4-3-29-251.pdf
https://doi.org/10.33545/26164485.2020.v4.i3c.210, https://www.homoeopathicjournal.com/articles/210/4-3-31-129.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.211, https://www.homoeopathicjournal.com/articles/211/4-3-24-257.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.212, https://www.homoeopathicjournal.com/articles/212/4-3-1-977.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.213, https://www.homoeopathicjournal.com/articles/213/4-3-8-395.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.214, https://www.homoeopathicjournal.com/articles/214/3-3-43-552.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.215, https://www.homoeopathicjournal.com/articles/215/4-3-17-843.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.216, https://www.homoeopathicjournal.com/articles/216/4-3-32-888.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.217, https://www.homoeopathicjournal.com/articles/217/4-3-34-462.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.218, https://www.homoeopathicjournal.com/articles/218/4-3-39-786.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.219, https://www.homoeopathicjournal.com/articles/219/3-3-28-878.pdf
https://doi.org/10.33545/26164485.2020.v4.i3d.220, https://www.homoeopathicjournal.com/articles/220/4-3-37-768.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.241, https://www.homoeopathicjournal.com/articles/241/4-3-70-452.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.242, https://www.homoeopathicjournal.com/articles/242/4-3-53-313.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.243, https://www.homoeopathicjournal.com/articles/243/4-3-75-328.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.244, https://www.homoeopathicjournal.com/articles/244/4-3-76-467.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.245, https://www.homoeopathicjournal.com/articles/245/4-3-45-616.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.246, https://www.homoeopathicjournal.com/articles/246/4-3-61-322.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.247, https://www.homoeopathicjournal.com/articles/247/4-3-62-924.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.249, https://www.homoeopathicjournal.com/articles/249/4-3-65-234.pdf
https://doi.org/10.33545/26164485.2020.v4.i4a.250, https://www.homoeopathicjournal.com/articles/250/4-3-67-268.pdf
https://doi.org/10.33545/26164485.2020.v4.i4b.251, https://www.homoeopathicjournal.com/articles/251/4-3-69-919.pdf
