passage_id,query,label,stance,stance_confidence,title,section_heading,url,author,medically_reviewed_by,published_date,text,faiss_similarity,cross_encoder_relevance,labeled_at
ab64a17f104d6b9d7944e58428d3f63ef6e2636a_s1_b1,Vitamin C supplementation prevents the common cold in the general population.,unrelated,,,Health Benefits of Gochujang (Korean Red Pepper Paste),Gochujang Nutrition Facts,https://www.webmd.com/diet/health-benefits-of-gochujang,WebMD Editorial Contributor,Christi,2024-06-09,"Vitamin C : for the growth, development, and repair of all body tissues, as well as maintaining your immune system",0.9457874298095703,0.004522230476140976,2026-01-26T19:54:43.579524
b3551a68ed8503895202a454fa905f5e3c60e0f3_s2_b3,Vitamin C supplementation prevents the common cold in the general population.,unrelated,,,Health Benefits of Sun Dried Tomatoes,,https://www.webmd.com/diet/health-benefits-sun-dried-tomatoes,WebMD Editorial Contributor,Christi,2024-12-29,"Vitamin C has also been shown to be good for people whose immune systems have been weakened due to stress. Your vitamin C levels can drop quickly in times of stress, especially for individuals who smoke, drink heavily, or are obese. Taking in enough to replace what’s been lost is important for staying healthy.",0.9457119107246399,0.021883854642510414,2026-01-26T19:54:43.584877
feee92d87a041e678873685f74bc79b6992b9ee5_s3_b1,Vitamin C supplementation prevents the common cold in the general population.,unrelated,,,What Is the Flu?,,https://www.webmd.com/cold-and-flu/what-is-flu,WebMD Editorial Contributors,"Sanjay  Ponkshe, MD",2024-03-14,Four antiviral medications are available to treat flu. But there are no medications that specifically defeat the common cold. Antibiotics may be helpful only if there is a secondary bacterial infection.,0.9455679655075073,0.010231774300336838,2026-01-26T19:55:07.281228
64708daa1354361b521f3cb97b1fb3043c3fdb29_s4_b1,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Can You Reverse Coronary Artery Disease?,,https://www.webmd.com/heart-disease/features/can-you-reverse-coronary-artery-disease,Hallie Levine,"James  Beckerman, MD, FACC",2024-06-23,"High-intensity statins aren’t for everyone. About 3% of the time, people report side effects like headache and muscle soreness. Statins, especially when taken at high doses, have also been linked to a higher risk of type 2 diabetes .",0.9469436407089233,0.4748258590698242,2026-01-26T21:12:51.756598
3996d17b0a37bc1793bdba52ed91a5f315908883_s16_b2,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Heart Disease and Lowering Cholesterol,What Drugs Are Used to Treat High Cholesterol?,https://www.webmd.com/heart-disease/heart-disease-lower-cholesterol-risk,WebMD Editorial Contributors,"James  Beckerman, MD, FACC",2025-01-08,"Statins Statins block the production of cholesterol in the liver itself. They lower LDL, the ""bad"" cholesterol, and triglycerides and have a mild effect in raising HDL, the ""good"" cholesterol. These drugs are the first line of treatment for most people with high cholesterol.",0.9368062615394592,0.015590707771480083,2026-01-26T21:22:19.679120
3c32965818e1c7a342c2b4c3b6060ccbb6c56957_s1_b4,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Considering Statins? What a Cardiologist Wants You to Know,,https://blogs.webmd.com/heart-health/20210121/considering-statins-what-a-cardiologist-wants-you-to-know,,,,"Statins may be the most studied medicine in medical history, with more than 40 trials where statins were compared to placebo and shown to lower the risk of heart attack, stroke, and death in a high-risk group. Among medical experts, there is little debate these days on whether statins work in high-risk patients. The debate more commonly is how do we define high-risk.",0.9360078573226929,0.5016757249832153,2026-01-26T21:22:32.972483
83ff0530d59f319302f326b515da6c64c2ae5fa5_s3_b0,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,What to Know About Medications to Treat Coronary Artery Disease (CAD),,https://www.webmd.com/heart-disease/what-to-know-about-coronary-artery-medications,Cheryl Whitten,"James  Beckerman, MD, FACC",2024-02-11,"Statins are some of the most commonly prescribed heart medicines. They also may cause side effects . The most common are:
Muscle pain
Muscle damage
Liver damage
Higher blood sugar
Type 2 diabetes from high blood sugar
Confusion
Memory loss ‌",0.9360010027885437,0.04099784791469574,2026-01-26T21:22:32.976145
64708daa1354361b521f3cb97b1fb3043c3fdb29_s4_b2,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Can You Reverse Coronary Artery Disease?,,https://www.webmd.com/heart-disease/features/can-you-reverse-coronary-artery-disease,Hallie Levine,"James  Beckerman, MD, FACC",2024-06-23,"Some people who want to stick with high-intensity statins but have muscle soreness find that this symptom relents if they switch to a different high-intensity statin or if they add a coenzyme Q10 supplement, Nissen says.",0.9346370100975037,0.04503045603632927,2026-01-26T21:22:41.363605
70a35e25c132595e70b5009996903a6f45862807_s13_b3,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Cholesterol and Artery Plaque Buildup,Medications,https://www.webmd.com/cholesterol-management/cholesterol-and-artery-plaque-buildup,"Matthew Hoffman, MD","Murtaza  Cassoobhoy, MD",2023-03-18,"Statins can also help lower the level of triglycerides . Triglycerides are not cholesterol, but they are fats that contribute to atherosclerosis.",0.9339854121208191,0.04474477097392082,2026-01-26T21:22:56.317555
2458bf2bc7aabfc94100e700677842a81f169eac_s7_b0,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Understanding Treatments for High Cholesterol,What Are Statins?,https://www.webmd.com/cholesterol-management/cm/understanding-cholesterol-management,,,,"Statins are the first choice of treatment when lifestyle changes aren't enough to lower cholesterol. These medicines block an enzyme your liver needs to make cholesterol. Statins lower LDL cholesterol and another type of fat called triglycerides, and they increase HDL cholesterol.",0.9338901042938232,0.005397646222263575,2026-01-26T21:22:56.320793
3df65583467520caf87d03f1b30e4164b90c5034_s9_b1,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,HIV and High Cholesterol,,https://www.webmd.com/hiv-aids/hiv-high-cholesterol,Kara Mayer Robinson,"Jonathan E. Kaplan, MD",2024-10-04,"Most statins, taken in low doses, are safe and work well for people with HIV. They include atorvastatin, pitavastatin, pravastatin, and rosuvastatin . But some, like lovastatin and simvastatin, are not recommended for people with HIV.",0.9336086511611938,0.0021834163926541805,2026-01-26T21:22:56.323982
3df65583467520caf87d03f1b30e4164b90c5034_s9_b0,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,HIV and High Cholesterol,,https://www.webmd.com/hiv-aids/hiv-high-cholesterol,Kara Mayer Robinson,"Jonathan E. Kaplan, MD",2024-10-04,"Some studies suggest people with HIV who take statins have better lipid profiles and lower risk of heart disease and death. Statins also have an anti-inflammatory effect, which can help with the ongoing inflammation HIV causes.",0.9332215189933777,0.16963844001293182,2026-01-26T21:22:56.327231
3c32965818e1c7a342c2b4c3b6060ccbb6c56957_s0_b3,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Considering Statins? What a Cardiologist Wants You to Know,,https://blogs.webmd.com/heart-health/20210121/considering-statins-what-a-cardiologist-wants-you-to-know,,,,"Statins is the short name for cholesterol-lowering medications called HMG-CoA reductase inhibitors. They are called statins because each one of these medication's name ends with ""-statin"" (such as atorvastatin, rosuvastatin, simvastatin, etc.)",0.9328601360321045,0.006959440652281046,2026-01-26T21:22:56.330540
cf7bd72f97c36708b4bcaa00c498da739d95af76_s32_b1,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Heterozygous Familial Hypercholesterolemia (HeFH),Statins,https://www.webmd.com/cholesterol-management/heterozygous-familial-hypercholesterolemia,WebMD Editorial Contributors,"James  Beckerman, MD, FACC",2025-03-27,"Studies show that taking the maximum amounts of atorvastatin or rosuvastatin -- the strongest statin drugs -- can lower your LDL levels by more than 50%. Other statins include:
Lovastatin (Mevacor)
Pravastatin (Pravachol)
Simvastatin (Zocor)",0.9327605962753296,0.026077108457684517,2026-01-26T21:22:56.333831
ee8aca94c727757b6a6d55072e386bccc08f3665_s18_b3,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,Are Your Vitamins and Supplements Making Your Fatty Liver Worse?,Niacin (vitamin B3),https://www.webmd.com/fatty-liver-disease/fatty-liver-vitamins-supplements,K.J. Bannan,"Jabeen  Begum, MD",2025-10-10,"Niacin is known to raise “good” HDL cholesterol levels and lower triglyceride levels. But in 2016, the FDA removed its approval for combining high doses of niacin with cholesterol-lowering medications, such as statins. That’s because of the potential risk of heart attack and stroke.",0.9326565265655518,0.06415235996246338,2026-01-26T21:22:56.337318
e50385338c2cba63793e30204a3bb5394c05a2c9_s15_b2,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,What Are the Side Effects of Statins?,Statins and Diabetes,https://www.webmd.com/cholesterol-management/side-effects-of-statin-drugs,"Marijke Vroomen Durning, RN, Debra Fulghum Bruce, PhD, Kristin Mitchell","Zilpah  Sheikh, MD",2024-04-17,"The risk is small, but statins can raise blood sugar levels, especially if they were higher than normal to start, for people who have prediabetes or diabetes.",0.9324380159378052,0.011967659927904606,2026-01-26T21:23:07.539056
be90c775616fe076dbe5766b238bd2caae323bf2_s1_b3,High‑intensity statins reduce major cardiovascular events in secondary prevention.,unrelated,,,How to Read Cholesterol Numbers,LDL Cholesterol Levels,https://www.webmd.com/cholesterol-management/understanding-numbers,"Marijke Vroomen Durning, RN, WebMD Editorial Contributor, Kristin Mitchell",Poonam  Sachdev,2024-05-13,"An LDL of 190 mg/dL or more is considered very high. If your level is within this range, your doctor will most likely recommend a statin in addition to making healthy lifestyle choices. Statins are medicines that can help lower LDL.",0.9308781623840332,0.0018421015702188015,2026-01-26T21:23:39.395814
