passage_id	query	label	stance	stance_confidence	title	section_heading	url	author	medically_reviewed_by	published_date	text	faiss_similarity	cross_encoder_relevance	labeled_at
cef5884af752d9548d776a8e285d4cb61ace65db_s1_b0	Latex rubber is in vaccines and causes life-threatening allergic reactions.	relevant	supports	0.9956231908419985	Dental Health and Latex Allergy	What Causes Latex Allergy?	https://www.webmd.com/oral-health/dental-health-latex-allergy	WebMD Editorial Contributors	Jabeen  Begum, MD	2024-08-22	The exact cause of latex allergy is unknown, but repeated exposure to latex and rubber products is thought to trigger symptoms.	0.95	0.9617748856544495	2026-01-27T14:06:10.089187
b1a0a2ff5563ff4ac788043c61c33e3158304151_s0_b0	Latex rubber is in vaccines and causes life-threatening allergic reactions.	relevant	supports	0.9942387037614969	Latex Allergies	What Is a Latex Allergy?	https://www.webmd.com/allergies/latex-allergies	WebMD Editorial Contributors	Carol  DerSarkissian, MD	2024-09-06	A latex allergy is when your body’s immune system overreacts to certain kinds of proteins found in natural rubber latex that’s used to make things like rubber gloves, condoms , and some medical devices.	0.9495097398757935	0.9643242955207825	2026-01-27T14:06:10.564562
b1a0a2ff5563ff4ac788043c61c33e3158304151_s9_b0	Latex rubber is in vaccines and causes life-threatening allergic reactions.	relevant	supports	0.934857948663687	Latex Allergies	Latex Allergy Diagnosis	https://www.webmd.com/allergies/latex-allergies	WebMD Editorial Contributors	Carol  DerSarkissian, MD	2024-09-06	"Doctors diagnose a latex allergy in people who:
Have had symptoms of an allergic reaction -- like a skin rash , hives , eye tearing or irritation, wheezing , itching , or trouble breathing -- when exposed to latex or a natural rubber product
Are known to be at risk for a latex allergy and blood or skin tests show that they have it, even if they haven’t had symptoms."	0.948026180267334	0.987923800945282	2026-01-27T14:06:11.135966
cef5884af752d9548d776a8e285d4cb61ace65db_s9_b1	Latex rubber is in vaccines and causes life-threatening allergic reactions.	relevant	supports	0.990598210271341	Dental Health and Latex Allergy	How Is Latex Allergy Diagnosed?	https://www.webmd.com/oral-health/dental-health-latex-allergy	WebMD Editorial Contributors	Jabeen  Begum, MD	2024-08-22	In addition, a person may be diagnosed with a latex allergy if they have experienced signs or symptoms of an allergic reaction ( skin rash , hives, eye tearing or irritation, wheezing , itching, difficulty breathing) when exposed to latex or natural rubber products.	0.9469166994094849	0.9888619780540466	2026-01-27T14:06:11.624387
cef5884af752d9548d776a8e285d4cb61ace65db_s0_b1	Latex rubber is in vaccines and causes life-threatening allergic reactions.	relevant	supports	0.9454565851645019	Dental Health and Latex Allergy		https://www.webmd.com/oral-health/dental-health-latex-allergy	WebMD Editorial Contributors	Jabeen  Begum, MD	2024-08-22	Latex allergy develops in some individuals after repeated exposure to products containing natural rubber latex. As is the case in any allergy, a latex allergy arises when an individual's immune system overreacts to an otherwise harmless substance (called an allergen).	0.9462807178497314	0.9456405639648438	2026-01-27T14:06:12.112244
0f52e1f1c637dd4f4773e38483de3b2f253cbe64_s32_b1	Encouraging clinical results for an antibody drug to prevent or treat HIV	relevant	supports	0.9706440847417794	The History of HIV Treatment: Antiretroviral Therapy and More	Future of HIV Treatment	https://www.webmd.com/hiv-aids/hiv-treatment-history	Keri Wiginton, Stephanie Watson	Zilpah  Sheikh, MD	2025-10-22	"Experimental therapies for HIV may include:
More long-acting drugs
Antibodies that help your body find and kill HIV cells
Therapeutic vaccines that help your immune system fight HIV
Genetically engineered HIV-resistant immune cells
Immunotherapies that may cure HIV"	0.95	0.8572588562965393	2026-01-27T14:06:16.282038
0023ff33649eedf4ca3d48b01979f3c7b7fc0670_s8_b0	Prostate cancer treatment may spark heart problems	relevant	supports	0.992777378544188	What Is Castration-Resistant Prostate Cancer?		https://www.webmd.com/prostate-cancer/prostate-cancer-castration-resistant	Matt McMillen	Nazia Q Bandukwala, DO	2024-06-18	Because most of those who get prostate cancer are older, other diseases that often come with age are common, especially heart disease. ADT can impact your heart health, which can complicate treatment. It also can up your risk of falls and fractures, affect your cognition, interfere with your ability to have sex, and more.	0.943444550037384	0.9965881109237671	2026-01-27T14:06:18.933212
be1732fad4fdeb59d83e4aafb2486f565fd11a76_s8_b2	Antivirals should be used to fight Covid-19.	relevant	supports	0.9832729002407927	Coronavirus and Dental Care	Tell your dentist if you have COVID-19 or think you do.	https://www.webmd.com/covid/cm/coronavirus-dental-care	Keri Wiginton	Dan  Brennan, MD	2022-12-26	The best way to protect yourself and others from a possible COVID-19 infection is to get a vaccine. COVID-19 vaccinations are safe and effective and provide protection against the virus.	0.95	0.9937390089035034	2026-01-27T14:06:19.886471
40db344fdf9f3970fe2cd46b69727250e7519fd9_s0_b0	Antivirals should be used to fight Covid-19.	relevant	supports	0.9911122868953658	COVID-19 Vaccines		https://www.webmd.com/vaccines/covid-19-vaccine/covid-19-vaccine	Alicia Racelis, PhD, Alexandra Benisek	Jabeen  Begum, MD	2025-09-04	The COVID-19 vaccine helps train your immune system to fight off coronavirus disease (COVID) caused by the SARS -CoV-2 virus. The coronavirus can cause serious illness and potentially death. But vaccination is one of the best ways to stop it.	0.95	0.9982385635375977	2026-01-27T14:06:20.480129
735f205e94e4bf4d399e5e65a4017e347cdd2d03_s0_b2	Antivirals should be used to fight Covid-19.	relevant	refutes	0.9604361177937863	Coronavirus and Asthma	What’s the Connection Between Coronavirus and Asthma?	https://www.webmd.com/asthma/covid-19-asthma	Keri Wiginton	Sabrina  Felson, MD	2025-04-19	There’s no treatment for COVID-19. But there are steps you can take to protect yourself and your loved ones including getting vaccinated.	0.95	0.857021689414978	2026-01-27T14:06:21.012193
b687f89d959e094fd5d391c915763039cbd2f2ef_s21_b0	Antivirals should be used to fight Covid-19.	relevant	supports	0.9952745547025436	The COVID-19 Omicron Variant	How Do Doctors Treat Omicron?	https://www.webmd.com/covid/covid-omicron-variant	Alexandra Benisek	Zilpah  Sheikh, MD	2023-08-17	Researchers continue to look at how well current COVID-19 treatments help with Omicron cases. Because of the genetic changes in this variant, some treatments will continue to be effective, while others may be less useful. Your doctor may suggest antiviral medicines or monoclonal antibody treatments as an outpatient depending on your risk factors for serious disease from COVID-19.	0.95	0.9932848215103149	2026-01-27T14:06:21.623497
fbd99ff2b46d888993ec1a586db142aaaf29e604_s25_b0	Antivirals should be used to fight Covid-19.	relevant	supports	0.9910174548249417	Coronavirus Antibody Testing	Takeaways	https://www.webmd.com/lung/antibody-testing-covid-19	Keri Wiginton, Amy Gopal	Jabeen  Begum, MD	2024-01-05	COVID-19 antibody tests offer you a way to know if your immune system has created antibodies to fight the virus that causes COVID-19. You can't assume you're immune to COVID-19 if you have antibodies present in your body, however. More research must be done to understand how COVID-19 antibodies help prevent reinfection. Talk to your doctor about the best ways to protect yourself from COVID-19, including vaccines and boosters that can help build up your body's defenses.	0.95	0.9969769716262817	2026-01-27T14:06:22.354689
8b5d148755e75649f94b662c51819e12f1ab19ad_s18_b2	Doctors are now saying menstrual cramps are as painful as heart attacks.	relevant	supports	-0.08728606812928603	Sex Glossary	Dilation and curettage	https://www.webmd.com/sexual-conditions/sexual-health-glossary	WebMD Editorial Contributors	Shruthi  N, MD	2024-08-22	Dysmenorrhea: The medical term for the painful cramps that may occur during a woman's menstrual period.	0.95	0.4573865234851837	2026-01-27T14:06:25.548908
7ed7f05f2ca59bbb1bf7c93a021ae5def30e69cf_s13_b0	Doctors are now saying menstrual cramps are as painful as heart attacks.	relevant	supports	0.9933315885005675	Menstrual Pain	Menstrual Pain Complications	https://www.webmd.com/women/menstrual-pain	WebMD Editorial Contributors	Traci C. Johnson, MD	2024-11-09	"Most people have significant improvement with home care. But you should call your doctor in these situations:
Your menstrual cramps continue to be painful for longer than usual.
The pain is suddenly worse or different.
Bleeding is excessive, requiring more than one pad or tampon per hour.
Signs of infection, such as fever , chills , and body aches, happen with your.
You think you might be pregnant and any of these symptoms happen."	0.9468015432357788	0.9507296681404114	2026-01-27T14:06:26.270117
50d15dd28193aee526d81e3a74a474d638963bb7_s1_b0	Doctors are now saying menstrual cramps are as painful as heart attacks.	relevant	supports	0.9938741768749073	Can Essential Oils Help With Period Cramps?	Period Cramps	https://www.webmd.com/women/pms/can-essential-oils-help-with-period-cramps	WebMD Editorial Contributors	Shruthi  N, MD	2025-06-18	Dysmenorrhea is the medical term for menstrual cramps. Primary dysmenorrhea is the name for the common period cramps that you get again and again in the absence of other problems in the pelvis like endometriosis or infection. This pain typically starts one or two days before you get your period, and can last for 12 to 72 hours. You may also have symptoms like fatigue, diarrhea , nausea, and vomiting.‌	0.9455807209014893	0.4152382016181946	2026-01-27T14:06:26.966399
74799341579c22e177be1c54bb5ab8d091a58efc_s2_b0	Single Dose of Hallucinogenic Drug Psilocybin Relieves Anxiety and Depression in Patients with Advanced Cancer	relevant	supports	0.994772549798647	Facing Death Without Fear: Psychedelics for End-of-Life Care	Clinical Trials at Full Tilt	https://www.webmd.com/palliative-care/features/facing-death-without-fear-psychedelics--end-life-care	Lisa Mulcahy	Jennifer  Casarella, MD	2022-12-15	Research confirms the promise of psychedelics – from plant-based psilocybin and DMT to synthetic MDMA (ecstasy) and LSD – for palliative and end-of-life patients. In 2016, a landmark study at NYU Grossman School of Medicine found that a single dose of psilocybin relieved depression, anxiety, and hopelessness in cancer patients. More recently, in a follow-up study , 80% of the same patients reported that the positive effects were sustained 4½ years later. And more testing is in progress.	0.95	0.9997560381889343	2026-01-27T14:06:32.114621
f3ad8c06b7c98c10ec846644829b9cb1e2f15863_s26_b0	Single Dose of Hallucinogenic Drug Psilocybin Relieves Anxiety and Depression in Patients with Advanced Cancer	relevant	supports	0.9812532288139015	Advances in Treatment for Major Depressive Disorder	Psilocybin and Depression	https://www.webmd.com/depression/cm/mdd-advances-treatment			Systematic Review	Researchers have discovered that certain psychedelic drugs, like psilocybin, can help the brain grow new connections. As a result, there’s growing interest in using “magic mushrooms” to treat different types of depression, including major depressive disorder, treatment-resistant depression, and depression tied to a physical illness. Studies show that medically supervised treatment with psilocybin is generally safe, well-tolerated, and eases depression symptoms for people who haven’t responded to other treatments. But psychedelic drugs haven’t been approved by the FDA to treat any mental health condition. Here’s what research has found so far: A single 25-milligram dose eased depression for some people within eight days. Two doses eased depression for at least a year when paired with talk therapy. Repeat doses are linked to more symptom improvement. Psilocybin works well to ease depression due to a life-threatening illness.	0.95	0.9835303425788879	2026-01-27T14:06:33.153243
24e683526793f918f74bb27ee5751491678155f1_s18_b1	FDA Approves Cystic Fibrosis Drug	relevant	supports	0.9938187063543179	From Lab to Pharmacy: The Journey to FDA Approval for Nipocalimab (Imaavy) for Myasthenia Gravis	Step 4: Checking by Experts	https://www.webmd.com/brain/features/fda-approval-journey-nipocalimab-imaavy	Rachel Reiff Ellis	Melinda  Ratini, MS, DO	2025-10-30	When the FDA approves a drug, it means the Center for Drug Evaluation and Research (CDER) has carefully reviewed data about how the drug works. If they decide the benefits of the drug are greater than the possible risks for the people it’s meant to treat, they approve the drug.	0.9223670959472656	0.44716596603393555	2026-01-27T14:06:35.278569
b76027481fa097d72f79df3ab0604df7b6798ced_s10_b0	FDA Approves Cystic Fibrosis Drug	relevant	supports	0.9958588962914923	What's the Treatment for Cystic Fibrosis?	Gene Therapy	https://www.webmd.com/children/what-is-treatment-for-cystic-fibrosis	WebMD Editorial Contributors	Renee A. Alli, MD	2024-03-31	Cystic fibrosis is caused by a defect on a gene known as CFTR. New medicines called “CFTR modulators” can fix this gene so it functions like it should.	0.9213768839836121	0.47419723868370056	2026-01-27T14:06:35.782117
46e8461700d881a0b66c728c3d16551b98f7465c_s0_b0	FDA Approves Cystic Fibrosis Drug	relevant	supports	0.9883636945919703	Treating Cystic Fibrosis With Alyftrek		https://www.webmd.com/children/alyftrek-cystic-fibrosis	Faria Munir, MS, PharmD, BCPS	Ami  Ishver, PharmD	2025-03-25	Alyftrek (vanzacaftor/tezacaftor/deutivacaftor) is a combination medicine approved by the FDA in 2024. Alyftrek is approved to treat people ages 6 and older who have the genetic condition called cystic fibrosis . Cystic fibrosis happens because of a change in a gene on chromosome 7. This gene is responsible for making a protein called the cystic fibrosis transmembrane conductance regulator (CFTR) protein, which helps control the movement of salt and water in the body. Cystic fibrosis changes the way chloride (salt) moves through the cells of your body. This causes the mucus (which should be thin and slippery) in various organs to become thick and sticky, which can lead to infections, inflammation, problems with your organs, and electrolyte imbalances. Symptoms of cystic fibrosis can appear at any age from infancy to adulthood.	0.9183018803596497	0.99967360496521	2026-01-27T14:06:36.734348
1e5d8f021ab6841d11383702c6c2532ea3d5f8b4_s4_b0	Hormone therapy raises risk quickly, study finds	relevant	supports	0.9955339532362317	Menopause and Heart Disease	Can Hormone Replacement Therapy Impact My Risk of Heart Disease?	https://www.webmd.com/menopause/menopause-heart-disease	WebMD Editorial Contributors	Shruthi  N, MD	2024-09-17	Hormone replacement therapy (HRT) and heart-related dangers have been the subject of many studies. There are indications of some possible benefits, depending on your age.	0.95	0.9061512351036072	2026-01-27T14:06:37.660298
ea2a3f1ac97350e2b9589d78d943a444b6c25c9c_s10_b2	Hormone therapy raises risk quickly, study finds	relevant	supports	0.99025705963667	Breast Cancer Causes and Risk Factors	Risk Factors You Can Change	https://www.webmd.com/breast-cancer/what-causes-breast-cancer	WebMD Editorial Contributors	Laura J. Martin, MD	2025-03-28	Hormone replacement therapy (HRT). Long-term use of estrogen and progesterone increases the risk of breast cancer. This risk seems to go away if you've stopped using them for 5 years or longer.	0.9490363001823425	0.984093189239502	2026-01-27T14:06:38.267419
cc991eff49667258d0472040528ffb660c9fba1d_s4_b1	Hormone therapy raises risk quickly, study finds	relevant	supports	0.9966960596437878	"Male ""Menopause"""	"Can Male ""Menopause"" Be Treated?"	https://www.webmd.com/men/male-menopause	WebMD Editorial Contributors	Melinda  Ratini, MS, DO	2023-04-26	Just as with hormone replacement therapy in women, testosterone replacement therapy has potential risks and side effects. Replacing testosterone may worsen prostate cancer and increase the risk of heart disease, for example.	0.9472266435623169	0.8212939500808716	2026-01-27T14:06:38.828020
82723fd2b6c8f4f3acd4ad15093636eddd044572_s14_b0	Hormone therapy raises risk quickly, study finds	relevant	supports	0.9936710719486334	Hormone Replacement Therapy for Menopause	Risks of HRT	https://www.webmd.com/menopause/menopause-hormone-therapy	WebMD Editorial Contributor, Marijke Vroomen Durning, RN	Zilpah  Sheikh, MD	2025-01-14	"You may have read some articles about HRT being dangerous, but research shows that the benefits can be greater than the risks for many. All medications have some risks though, and it's important to understand what they are. For some women, HRT may raise their risks of:
Endometrial cancer, if you take estrogen without progestin and you still have your uterus
Blood clots
Stroke
Breast cancer"	0.9471081495285034	0.8090620040893555	2026-01-27T14:06:39.471874
ee30a4c40fcd1b46d0e947731029da517c5c2224_s0_b0	On using embryonic stem cells for medical research.	relevant	supports	0.9904694313426603	How Far Should We Go?		https://www.webmd.com/a-to-z-guides/features/cloning-debate				Sept. 29, 2000 -- Few medical or scientific issues have stirred up more controversy in recent years than the idea of using cells and tissue from human embryos in medical research. Many scientists believe that cloning stem cells from such embryos holds great promise as a way to develop treatments -- and possibly cures -- for a variety of diseases and injuries, including Alzheimer's disease, spinal cord injuries, and organ damage. What gives this kind of research such endless potential, advocates argue, is the unique ability of stem cells to develop into all the different tissue types making up the various organs of the body.	0.95	0.9995966553688049	2026-01-27T14:06:42.761844
c1354a41bf945e7b5de8d451691cef4c0a05c151_s1_b0	On using embryonic stem cells for medical research.	relevant	supports	0.9809455187278409	Bone Marrow Transplants and Stem Cell Transplants for Cancer Treatment	Understanding Stem Cells	https://www.webmd.com/cancer/lymphoma/bone-marrow-transplants-stem-cell-transplants-cancer-treatment	R. Morgan Griffin	Melinda  Ratini, MS, DO	2024-02-29	While you may have heard about embryonic stem cells in the news, the stem cells used in cancer treatment are different. They’re called hematopoietic stem cells.	0.95	0.993994414806366	2026-01-27T14:06:43.319184
38cf10f5b1c1ac87055bf005339076ca3947e02d_s15_b1	On using embryonic stem cells for medical research.	relevant	supports	0.9965475306705358	What Is Stem Cell Research?	Stem Cell Research Challenges	https://www.webmd.com/a-to-z-guides/cm/stem-cell-research	Evan Starkman, Kristin Mitchell	Zilpah  Sheikh, MD	2024-01-02	If researchers get a clearer idea of how embryonic stem cells form, it could help them understand how to control the cells made from them. But, for ethical reasons, some people aren’t comfortable with the idea of using stem cells that come from embryos.	0.95	0.9986681938171387	2026-01-27T14:06:43.912112
38cf10f5b1c1ac87055bf005339076ca3947e02d_s5_b0	On using embryonic stem cells for medical research.	relevant	supports	0.9961030415020147	What Is Stem Cell Research?		https://www.webmd.com/a-to-z-guides/cm/stem-cell-research	Evan Starkman, Kristin Mitchell	Zilpah  Sheikh, MD	2024-01-02	Researchers have learned to take embryonic stem cells from donated, unused embryos developed during in vitro fertilization (IVF) to make more embryonic stem cells.	0.9483948349952698	0.9986543655395508	2026-01-27T14:06:44.444584
f09d9b9ec1ecf1db4a8d6b2d2b1a1bb856a34235_s13_b0	On using embryonic stem cells for medical research.	relevant	supports	0.9926587809740203	New Thinking About Alzheimer's Treatment	Could Stem Cells Stem the Tide of AD?	https://www.webmd.com/alzheimers/features/cm/new-alzheimers-medications	Neil Osterweil	Brunilda  Nazario, MD		Although human embryonic stem cells show promise for many neurological diseases such as Parkinson's disease, Huntington's chorea , spinal cord injuries, and other conditions, the complexity of Alzheimer's disease and the difficulty of delivering stem cells to the regions of the brain that are affected make them impractical for widespread use.	0.9447898864746094	0.9956870675086975	2026-01-27T14:06:45.047306
51a5f940508c96047398368079ac47ae42aabe98_s0_b0	Getting the focus back: There’s new hope for people with age-related macular degeneration	relevant	supports	0.995740216115249	The Future of Treatment for Geographic Atrophy		https://www.webmd.com/eye-health/features/the-future-of-treatment-for-geographic-atrophy		Whitney  Seltman, OD	2023-02-20	There’s new hope for people living with geographic atrophy (GA), an advanced form of the eye disease dry age-related macular degeneration (dry AMD). Scientists hope they’re close to new therapies for the condition that’s proven hard to treat in the past.	0.95	0.997258186340332	2026-01-27T14:06:46.377451
14ec24e9124a7e2e798acfdab910356fe360bc1e_s0_b0	Getting the focus back: There’s new hope for people with age-related macular degeneration	relevant	supports	0.9827321857823742	How Science and Doctors Have Transformed This Condition		https://www.webmd.com/eye-health/macular-degeneration/features/cm/geographic-atrophy-how-science-doctors-transform-condition				By Rukhsana G. Mirza, MD, as told to Rachel Reiff Ellis To understand how far we’ve come with geographic atrophy (GA), it’s important to start with the basics of the disease. Age-related macular degeneration (AMD) is the leading cause of vision impairment in older adults. There are two types: wet AMD, which is more aggressive, and dry AMD, which in its late stages can lead to GA. The treatment for wet AMD has been revolutionized during my career. When I was a resident, there was no wet AMD treatment that could improve your vision, only a thermal laser which burned areas of abnormal blood vessels in your eye. But then we developed photodynamic therapy to address abnormal blood vessels. Not long after, anti-VEGF treatments. Suddenly, I wasn’t seeing people with large areas of scarring anymore. The injections changed that. These developments with wet AMD are why I'm excited about the development of a new approach to dry AMD. Because we've seen how rapidly, and with such promise, innovation can come to those we treat.	0.9432839155197144	0.9339307546615601	2026-01-27T14:06:47.485772
423703d1a79ed5ee8ecd961c1d5efd44be85bd9f_s8_b3	On fabric it can survive for 6-12 hours. normal laundry detergent will kill it.	relevant	supports	0.9927309488078921	How Do I Prevent COVID-19?		https://www.webmd.com/covid/coronavirus-transmission-overview	Evan Starkman, Kristin Mitchell, Alicia Racelis, PhD	Zilpah  Sheikh, MD	2025-01-29	"Studies have detected COVID on fabric surfaces for up to a few days. But survival depends on the temperature , humidity, and the fabric type:
Up to 2 days on cotton
Nearly 8 hours on wool or linen
About 1 hour on clothing
Less than 30 minutes on nylon"	0.9309760332107544	0.851345956325531	2026-01-27T14:06:49.353662
347034d2107929dedb7ff78da5659605f1c77814_s1_b0	Experts Issue New Guidelines on Breast Cancer Drugs	relevant	supports	0.994935026990285	Women’s Cancer Q&A: Advances in Care	What breast cancer advances are you most excited about?	https://www.webmd.com/breast-cancer/features/womens-cancer-qa-advances-care		Michael W. Smith, MD		Two big ongoing trends in breast cancer medicine today offer patients tremendous promise. One is the development of new drugs that target cancer cells directly. Some interfere with specific molecules involved with cancer cell development or tumor growth. Others slow the growth of breast cancer cells that enlarge in response to the hormone estrogen. These drugs work by blocking estrogen’s effect. Still others target the vascular system and block development of blood vessels that help feed the cancer cells.	0.945400059223175	0.918472409248352	2026-01-27T14:06:52.469433
a90e1f92d0e70b87adca58a54852536f89c611f9_s1_b0	Nicotine patches, gum don’t prevent relapse, study finds	relevant	supports	0.9959291593156895	Turning to Vaping to Stop Smoking Not a Simple Solution		https://www.webmd.com/smoking-cessation/news/20230427/cm/turning-to-vaping-to-stop-smoking-not-a-simple-solution	Kerri Rushton			Researchers are divided on whether e-cigarettes are as effective in smoking cessation as other nicotine replacement therapies like gums and lozenges. They also say more research is needed on the long-term health impacts of vaping to ultimately determine if vapes are a safe replacement for cigarettes.	0.9431689381599426	0.43049463629722595	2026-01-27T14:06:53.456254
2968adf164c43eac528d522deba5d42e6f707bbe_s0_b0	Nicotine patches, gum don’t prevent relapse, study finds	relevant	supports	0.8942376762436129	What Are the Medicines for Nicotine Withdrawal?		https://www.webmd.com/smoking-cessation/understanding-nicotine-withdrawal-treatment	WebMD Editorial Contributors	Jennifer  Robinson, MD	2025-08-16	There are two types of smoking cessation products: Some contain nicotine, and some don’t. Nicotine replacement therapy products, like gums, lozenges, sprays, and inhalers , work by giving you a small dose of nicotine without all the other dangerous chemicals found in cigarettes. These are generally recommended for lighter smokers.	0.94196617603302	0.6730268001556396	2026-01-27T14:06:54.065289
