passage_id	query	label	stance	stance_confidence	title	section_heading	url	author	medically_reviewed_by	published_date	text	faiss_similarity	cross_encoder_relevance	labeled_at
8e15a8873b33b70228e863c854ac70386107d4ee_s2_b3	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Balance and Coordination Exercises You Can Do at Home	Need more reason to exercise?	https://www.webmd.com/multiple-sclerosis/features/cm/ms-balance-coordination-exercises	Marijke Vroomen Durning, RN	Poonam  Sachdev	2025-09-04	Being physically active helps your entire body, not just what’s affected by MS. Exercise can improve your mental health and help lower blood pressure and cholesterol . It can help manage blood sugar levels if you have diabetes or prediabetes. Chronic illnesses such as these can make MS progress more quickly.	0.9437846541404724	0.6508936285972595	2026-01-26T19:35:39.312160
16e5cb0e0891e78e9d9e4e818b4f4b88fd013a8b_s17_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	What to Know About Type 2 Diabetes	Set realistic goals.	https://www.webmd.com/diabetes/cm/t2d-what-to-know				People who don’t stay physically active are more likely to have depression. Consider these tips: Following a routine can help you plan what to eat and at what time. It can also help you find set time to rest, exercise, and take your medicine on time. Having a routine can also help calm any anxiety or stress you might have. Make a plan that lets you meet your physical and mental health goals. Celebrate all the accomplishments you have, whether large or small. Talk to someone about how you feel. It’s important to talk to a mental health professional or loved one about any worries you might have. This is especially true if you have type 2 diabetes as well as symptoms of depression. Make sure to take care of your mental well-being.	0.9427290558815002	0.6293913722038269	2026-01-26T19:35:55.156079
3e7a07eafcca8735d463512cd5ea15e713b44ab7_s38_b2	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.5	Fatigue and Exhaustion: Causes, Symptoms, and Treatment	Diabetes and Fatigue	https://www.webmd.com/balance/how-tired-is-too-tired	Debra Fulghum Bruce, PhD, Keri Wiginton	Melinda  Ratini, MS, DO	2025-11-12	"Treatment for type 2 diabetes may include:
Losing excess weight
Increasing physical activity
Maintaining strict blood glucose control
Taking diabetes medications (insulin or other drugs)
Eating a low-glycemic index carbohydrate diet or eating a diet that avoids highly processed carbohydrates and added sugar"	0.9424179792404175	0.996136486530304	2026-01-26T19:36:17.398425
6e47e4cdb0a47d3963c7a132cd98fc11c33db8b2_s12_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Men and Type 2 Diabetes	What Can I Do to Prevent Diabetes?	https://www.webmd.com/men/diabetes-men	WebMD Editorial Contributors	Michael  Dansinger, MD	2025-07-15	Plenty. Studies show that 90% of cases of type 2 diabetes could be prevented -- or significantly delayed -- simply through a healthier diet and enough physical activity. The big proof of that came in a study of 3,234 people who were overweight and had higher blood glucose levels, putting them in the crosshairs of diabetes risk.	0.9421685934066772	0.9986311793327332	2026-01-26T19:36:27.621370
4546ce606336fa825d1ccbf680052a112f83e8cb_s1_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports		Prediabetes: Changes You Can Make	Get Moving	https://www.webmd.com/diabetes/prediabetes-changes-to-make	Keri Wiginton	Michael  Dansinger, MD	2024-08-22	When you exercise, your body uses the sugar in your blood to fuel your workout. Over time, regular physical activity can lower your overall glucose levels. You’ll also become more sensitive to the insulin in your body. That means it’s easier for your muscles to tap into that glucose.	0.9418351054191589	0.8667044639587402	2026-01-26T19:36:36.106106
bf943571171544e50a3f7815ddf4cfc87598ebbb_s3_b1	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	Type 2 Diabetes and Your Environment	Neighborhoods and built environments	https://blogs.webmd.com/diabetes/20240913/type-2-diabetes-and-your-environment				As health educators, we recommend that people get regular physical activity. We tell them you don't need a gym membership to get those 150 minutes per week, but if an area doesn’t make physical activity easy and safe, there won’t be any outdoor physical activity. This is important, because we know exercise is a must when managing a chronic illness like type 2 diabetes, and while there’s a fee for the gym and home workouts aren’t always possible, outdoors is always free.	0.9416776895523071	0.9954591989517212	2026-01-26T19:36:36.113921
16e5cb0e0891e78e9d9e4e818b4f4b88fd013a8b_s16_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	What to Know About Type 2 Diabetes	Start a healthy routine.	https://www.webmd.com/diabetes/cm/t2d-what-to-know				People who don’t stay physically active are more likely to have depression. Consider these tips: Following a routine can help you plan what to eat and at what time. It can also help you find set time to rest, exercise, and take your medicine on time. Having a routine can also help calm any anxiety or stress you might have. Set realistic goals. Make a plan that lets you meet your physical and mental health goals. Celebrate all the accomplishments you have, whether large or small. Talk to someone about how you feel. It’s important to talk to a mental health professional or loved one about any worries you might have. This is especially true if you have type 2 diabetes as well as symptoms of depression. Make sure to take care of your mental well-being.	0.9415973424911499	0.675137996673584	2026-01-26T19:36:41.935329
774833f6364763bed171b455b9abe2d09fb2517c_s2_b3	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	Atrial Fibrillation in Older Adults		https://www.webmd.com/heart-disease/atrial-fibrillation/atrial-fibrillation-older-adults	Alexandra Benisek	James  Beckerman, MD, FACC	2024-08-06	"You can lower your risk of type two diabetes if you:
Lose extra weight
Get more exercise
Eat healthy fats and focus on a plant-based diet
Stay away from fad diets and focus on balanced nutrition"	0.9415478706359863	0.9850535988807678	2026-01-26T19:36:41.942462
49a9d373f6be18cc9fb76f9a6bd07a1993ee5cd5_s13_b0	Regular physical activity lowers the risk of type 2 diabetes.	relevant	supports	0.85	Diabetic Foot Care: Tips and Solutions		https://www.webmd.com/diabetes/caring-feet	WebMD Editorial Contributors	Zilpah  Sheikh, MD	2024-08-07	Aerobic activities and resistance training are typically suggested for diabetes care. One long-term study found that low-intensity treadmill use four times a week can lower your risk of peripheral neuropathy.	0.9414478540420532	0.9853165745735168	2026-01-26T19:36:41.950523
0abc4e96f7b9123bf70ca4d449c0c899d3b2c75f_s17_b2	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.875	Polymyalgia Rheumatica and Temporal Arteritis		https://www.webmd.com/arthritis/polymyalgia-rheumatica-temporal-arteritis	Stacey Jones, MS, BA, WebMD Editorial Contributor	Zilpah  Sheikh, MD	2024-04-13	The long-term use of steroids can cause osteoporosis (bone loss), which can be detected with scans similar to X-rays. Taking supplements of calcium and vitamin D, sometimes along with prescription medication, is recommended to prevent osteoporosis in people taking steroids. Discuss the potential side effects caused by your treatment with your doctor.	0.95	0.9968744516372681	2026-01-26T19:37:28.755757
5e49ba3f8c2affcb68e9d45671e93a481aee9e72_s10_b0	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.8888888888888888	Managing Side Effects of Corticosteroids for Lupus	Long-Term Side Effects	https://www.webmd.com/lupus/side-effects-steroids-lupus	Natalie Slivinski	Melinda  Ratini, MS, DO	2022-03-09	"Some long-lasting side effects that corticosteroid use can lead to include:
Osteoporosis. Steroids act directly on the cells that make new bone and break down old bone. This causes less bone to be made and more bone to be broken down, which can lead to fractures. This can happen fairly quickly after you start taking the medication, sometimes even at low doses. Your doctor may give you other treatments to minimize bone loss while you’re on steroids.
Death of bone tissue due to poor blood supply. This usually only happens with long-term steroid use and high doses. The exact cause is unknown.
Cataracts or glaucoma. You may need to have surgery to remove cataracts. Steroids can also worsen glaucoma if you already have it.
Muscle weakness. This is common, but it's more likely at higher doses. It can result from low potassium and calcium levels and reduced muscle proteins caused by steroid activity in the body. It’s reversible and doesn’t usually hurt.
Narrowing of blood vessels due to cholesterol buildup.
Thinning of skin
Weight gain
Pregnancy complications like preeclampsia . Check in regularly with your doctor if you’re pregnant and taking steroids."	0.95	0.9995880722999573	2026-01-26T19:37:28.764984
52c2cd6b5bf567502793d47677a6d7cd0041fb27_s5_b0	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.5	Prednisone and Asthma	Are Prednisone and Other Oral Steroids Safe for Asthma?	https://www.webmd.com/asthma/prednisone-asthma	WebMD Editorial Contributors	Nayana  Ambardekar, MD	2022-08-14	"While a two-week course or ""short burst"" of oral steroids like prednisone is relatively safe, it’s important to avoid steroids on a long-term basis as there are potential serious side effects. Taking supplemental calcium may help to prevent osteoporosis or thinning of the bones, which is one of the side effects of long-term steroid use."	0.95	0.49904173612594604	2026-01-26T19:39:27.534294
7dc777389a33ec27604c5974955402fabba82f16_s18_b0	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.85	What Causes Osteoporosis? And Why?	Causes of Osteoporosis: Medications	https://www.webmd.com/osteoporosis/features/cm/causes	Rebecca Buffum Taylor	Brunilda  Nazario, MD	2009-04-26	Taking certain medications may lead to bone loss and an increase in bone fractures . Most common are corticosteroids, also known as cortisone , hydrocortisone, glucocortisoids, and prednisone . These drugs are used to treat asthma, rheumatoid arthritis, psoriasis, colitis, and a wide range of other conditions. Antiseizure drugs are linked to bone loss, as well.	0.95	0.18091797828674316	2026-01-26T19:39:35.279653
56bc096826008d0392bd3fd2a0a7a294692d76c0_s10_b0	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.85	Corticosteroids for Multiple Myeloma	Risks of Long-Term Use	https://www.webmd.com/cancer/multiple-myeloma/steroids-multiple-myeloma	Janie McQueen	Jennifer  Robinson, MD	2024-06-15	Effects of medications can change over time and as you age. For example, long-term steroid use can over-suppress your immune system. This can open the door for major infections. Steroids can also weaken your bones. A condition called osteoporosis , meaning loss of bone density, can lead to fractures.	0.95	0.9335654377937317	2026-01-26T19:39:35.288658
4e6e2fab94b0e1eef8de49eec0174f3ccb72a68c_s25_b1	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports		What Is Juvenile Idiopathic Arthritis?		https://www.webmd.com/rheumatoid-arthritis/juvenile-idiopathic-arthritis	WebMD Editorial Contributors	David  Zelman, MD	2024-08-25	"Corticosteroids come in pills or liquids, and are usually prescribed for short periods of time and in low dosages. Serious side effects can happen if they’re taken too long. These include stunted growth, ulcers, mood swings, weight gain, ""moon face,"" muscle weakness, high blood pressure, osteoporosis, cataracts, and infections."	0.95	0.9789614677429199	2026-01-26T19:40:00.787526
472b2d7340ff573b0ffe5bb02985d3cdef5cb2f7_s10_b3	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.85	Ulcerative Colitis Medications		https://www.webmd.com/ibd-crohns-disease/ulcerative-colitis/uc-medicines	Hirania Luzardo, Marijke Vroomen Durning, RN	Zilpah  Sheikh, MD	2024-09-05	"Corticosteroids can cause side effects, especially with long-term use. That’s why doctors usually limit how long you take them. Possible side effects include:
Weight gain, especially around the face and belly
Acne
High blood pressure
High blood sugar
Mood swings
Bone loss
Upset stomach
Weakened immune system, putting you at risk of infections
Glaucoma
Cataracts
Osteoporosis (thinning of the bones)
Fatigue
Easy bruising
Slow wound healing"	0.95	0.9978411197662354	2026-01-26T19:40:00.796466
28414c4dc9a80139732a7931cc022c1da24d8de1_s1_b5	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports		Osteoporosis: Are You at Risk?	Family history.	https://www.webmd.com/osteoporosis/osteoporosis-risk-factors	WebMD Editorial Contributors	Melinda  Ratini, MS, DO	2021-07-30	Some medications . Certain prescription medications -- for example, if you take steroids such as prednisone for a long time -- can also boost your odds of getting osteoporosis.	0.95	0.3109298646450043	2026-01-26T19:40:15.104652
1ec0a11c873c61e2e51ee4410302ebd1645d05fb_s6_b0	Long-term corticosteroid use can lead to osteoporosis.	relevant	supports	0.8571428571428571	Male Osteoporosis: Bone Mass Matters	Causes of Male Osteoporosis: Medications That Reduce Bone Mass	https://www.webmd.com/osteoporosis/features/male-men	Rebecca Buffum Taylor	Brunilda  Nazario, MD	2009-04-29	"A host of medications can lead to bone loss in men, just as they can for women. These ""red flag"" drugs include:
Corticosteroids. These aren't muscle-building ""steroids."" They're anti-inflammatory steroids that dampen the body's immune response, also known as cortisone , hydrocortisone, glucocorticoids, and prednisone . These drugs, useful for treating everything from asthma to ulcers, can wreak havoc with bone. In one study, doses of prednisone higher than 7.5 mg a day shut down new bone growth completely -- and sped up the normal loss of old bone.
Drugs for prostate cancer. Taking drugs called GnRH agonists, often used for men with prostate cancer , can lead to low bone mineral density ( BMD ) and a higher rate of fractures .
Antiseizure drugs. These drugs have been associated with bone loss, especially for men who take long-term high doses and don't get enough calcium or vitamin D."	0.95	0.06878276914358139	2026-01-26T19:40:33.822471
a948fcd8e1192e7a97e1f5ac8ed99747eb786918_s9_b0	Chronic stress contributes to anxiety disorders.	relevant	supports	0.5	Stress Symptoms	Symptoms of Chronic Stress	https://www.webmd.com/balance/stress-management/stress-symptoms-effects_of-stress-on-the-body				Chronic stress is when you experience stress over an extended time. This can have negative effects on your body and your mental state, and it can increase your risk of cardiovascular disease, anxiety, and depression .	0.9465956687927246	0.998241662979126	2026-01-26T19:42:16.232919
52fb2de58d096a272cc61aee76fb3a1e4f0c6867_s2_b1	Chronic stress contributes to anxiety disorders.	relevant	supports		Ways to Manage Stress	Why Is Stress Management Important?	https://www.webmd.com/balance/stress-management/stress-management	Kendall K. Morgan	Shruthi  N, MD	2025-10-20	"Stress responses normally should happen in limited situations. When you're constantly under stress, you may be stuck on high alert. High levels of stress hormones, trouble sleeping, and general feelings of anxiety or distress can lead to chronic health problems, including:
Anxiety
Depression
Gastrointestinal problems
Headaches
Pain
High blood pressure and heart disease
Strokes
Trouble sleeping or sleep disorders
Metabolic changes including weight gain
Trouble with your ability to focus and function"	0.9431445598602295	0.9987431168556213	2026-01-26T19:42:45.878249
a948fcd8e1192e7a97e1f5ac8ed99747eb786918_s23_b0	Chronic stress contributes to anxiety disorders.	relevant	supports	0.85	Stress Symptoms	Stress Takeaways	https://www.webmd.com/balance/stress-management/stress-symptoms-effects_of-stress-on-the-body				Stress is your body's response to a challenging or demanding situation. It can affect you physically, mentally, and behaviorally, especially when you have chronic stress. Chronic stress is when you are stressed for an extended time. Chronic stress can make it more likely for you to develop other mental health disorders, such as anxiety or depression. It can also affect your heart health and digestive health. If you're stressed and having trouble coping, it may be time for you to see your doctor or a mental health professional.	0.940773606300354	0.9982833862304688	2026-01-26T19:42:45.887097
dc4b60af51b78273740a3502ad3b620c5a2e0778_s8_b3	Chronic stress contributes to anxiety disorders.	relevant	supports	0.85	Anxiety Disorders	Causes of Anxiety Disorder	https://www.webmd.com/anxiety-panic/anxiety-disorders	Kristin Mitchell, WebMD Editorial Contributor	Jabeen  Begum, MD	2024-05-06	Environmental stress . This refers to stressful events you have seen or lived through. Life events often linked to anxiety disorders include childhood abuse and neglect, the death of a loved one, or being attacked or seeing violence.	0.9400901794433594	0.9683245420455933	2026-01-26T19:42:45.894544
dc4b60af51b78273740a3502ad3b620c5a2e0778_s12_b3	Chronic stress contributes to anxiety disorders.	relevant	supports	0.85	Anxiety Disorders	Risk Factors for Anxiety Disorder	https://www.webmd.com/anxiety-panic/anxiety-disorders	Kristin Mitchell, WebMD Editorial Contributor	Jabeen  Begum, MD	2024-05-06	Childhood sexual abuse. Emotional, physical, and sexual abuse or neglect during childhood is linked to anxiety disorders later in life.	0.9384614825248718	0.18442422151565552	2026-01-26T19:43:52.995300
0fdcb112f1ebeccf05f85f0d1a6e2a2b30b7ea58_s0_b1	Chronic stress contributes to anxiety disorders.	relevant	supports	0.6666666666666666	Anxiety in Children: Symptoms to Look For	What Is Anxiety?	https://www.webmd.com/children/anxiety-disorders-in-children	WebMD Editorial Contributor	Renee A. Alli, MD	2024-07-20	Anxiety is a normal reaction to stresses in life. It is the body’s way of telling you about danger or caution in certain situations. However, sometimes that feeling lasts a long time and may affect sleep, energy level, or even interactions with friends and family .	0.937515139579773	0.6766322255134583	2026-01-26T19:44:11.146122
